,Customer_ID,Age,Annual_Income,Account_Balance,Credit_Score,Tenure_Years,City,Segment,Channel,Join_Date,Active,Risk_Level,Monthly_Spend,Transactions,Satisfaction_Score
145,100916,28,59594,88782.87,735,8,Pune,Corporate,Agent,2023-06-12 0:00:00,Yes,Low,20085.66,8,9.8
146,100129,50,unknown,44118.56,667,13,Pune,Corporate,Online,2025-08-11 0:00:00,No,Medium,45092.96,115,8.7
147,100679,26,71413,116171.18,465,1,Pune,Corporate,Branch,2023-06-13 0:00:00,No,High,40134.29,52,3.9
148,100830,-,99069,127431.46,468,11,Hyderabad,Corporate,Branch,2023-05-24 0:00:00,No,High,14009.63,126,5.9
149,100923,30,208362,222187.84,460,7,Mumbai,SME,Branch,2025-06-23 0:00:00,Yes,High,42163.74,1,8.5
150,101113,43,,1715.57,691,3,,Retail,Branch,2023-11-25 0:00:00,Yes,High,18930.72,44,9.1
151,100619,72,125494,57335.61,709,11,Mumbai,Retail,Mobile,2025-11-22 0:00:00,Yes,Low,,23,4.3
152,100772,19,82993,192489.57,553,8,Bangalore,Corporate,Branch,2023-09-01 0:00:00,No,Medium,47687.97,37,8.1
153,101287,18,126604,206111.75,625,11,Chennai,Corporate,Agent,2022-04-24 0:00:00,,Medium,40097.38,138,9.7
154,101545,47,185372,22970.48,511,13,Pune,Premium,Agent,2023-07-25 0:00:00,No,High,42680.91,89,9.5
155,100594,50,222096,28515.91,626,4,Kolkata,Corporate,Branch,2021-11-29 0:00:00,Yes,Medium,22761.5,127,9.1
156,100116,24,182732,31577.76,707,9,Pune,Corporate,Mobile,2022-07-07 0:00:00,No,Low,,83,6.1
157,100768,26,189827,208739.24,386,4,Mumbai,Corporate,Branch,2021-10-29 0:00:00,Yes,High,21006.7,145,8.5
158,101858,54,204526,4090.21,601,11,Delhi,Corporate,Branch,2021-05-05 0:00:00,Yes,High,40940.68,24,4.2
159,100901,27,,112056.05,776,12,Hyderabad,SME,Online,2025-10-14 0:00:00,Yes,Low,2738.87,131,9.1
160,101947,28,238397,188435.86,658,2,Chennai,SME,Branch,2022-09-10 0:00:00,Yes,Medium,38337.81,63,8.3
161,101441,missing,217402,1507.97,580,14,Kolkata,Retail,Mobile,2021-07-10 0:00:00,Yes,High,,146,4.1
162,101791,72,53795,75324.03,525,14,Pune,Corporate,Agent,2021-02-21 0:00:00,Yes,High,8063.89,2,8.3
163,100889,65,240400,277368.32,317,14,Mumbai,Retail,Mobile,2021-02-10 0:00:00,No,High,3791.29,99,3.6
164,100212,50,224988,17841.47,762,6,Mumbai,Retail,Mobile,2023-10-23 0:00:00,No,Low,49510.43,67,5.0
165,100451,40,92649,254158.33,535,0,hyderabad,SME,Agent,2024-04-10 0:00:00,Yes,High,13314.99,16,3.3
166,101177,50,182261,205618.6,614,0,Chennai,Retail,Agent,2021-07-25 0:00:00,Yes,Medium,38832.73,14,3.1
167,100706,65,88646,244923.24,456,3,Bangalore,Premium,Mobile,2022-09-26 0:00:00,Yes,High,48676.41,49,6.6
168,101286,52,81447,167873.66,377,6,Delhi,Premium,Branch,2024-11-08 0:00:00,No,High,19055.19,144,1.2
169,101095,53,28191,257436.12,599,4,Bangalore,Retail,Mobile,2023-10-10 0:00:00,Y,Medium,22096.32,119,6.1
170,100211,56,192516,298836.88,790,7,Delhi,Corporate,Agent,2022-06-24 0:00:00,Yes,Low,38230.42,101,9.2
171,100121,25,108807,159573.81,790,0,Mumbai,SME,Branch,2022-03-26 0:00:00,No,Low,20132.14,123,6.4
172,101376,73,41029,64650.23,634,0,Hyderabad,Retail,Agent,,No,Medium,25113.65,118,5.0
173,101641,,162924,149068.66,569,6,Delhi,Corporate,Online,2023-08-11 0:00:00,Yes,Medium,42073.05,134,4.3
174,101714,45,172226,37669.67,461,13,Kolkata,,Mobile,2024-07-09 0:00:00,Yes,High,38576.94,64,6.3
175,100298,37,179470,86991.04,546,9,Mumbai,Retail,Mobile,2021-01-15 0:00:00,,High,32325.09,114,7.1
176,100788,21,80754,2004.64,577,14,Chennai,Retail,Branch,,No,High,31904.78,83,5.7
177,100136,24,193639,,489,1,Mumbai,Corporate,Online,2022-03-09 0:00:00,Yes,High,37907.64,32,5.2
178,100484,31,40563,259188.47,747,6,mumbai,Retail,Online,,Yes,Low,13302.69,60,1.7
179,101934,74,74879,272320.63,827,0,Bangalore,SME,Agent,2024-04-30 0:00:00,Yes,Low,28313.96,6,5.3
180,100299,49,75861,168986.68,560,2,,Retail,Branch,2021-05-26 0:00:00,Yes,Medium,43125.95,92,4.0
181,100395,71,141400,220860.13,411,14,Kolkata,SME,Online,2026-03-13 0:00:00,Yes,High,20846.52,73,4.5
182,101165,59,134787,292274.3,497,15,Pune,SME,Branch,2022-01-15 0:00:00,N,High,23242.22,3,9.6
183,101345,46,223436,182982.47,419,11,Delhi,Premium,Online,2024-03-24 0:00:00,No,High,20839.55,not_available,7.5
184,100803,30,136335,,368,1,Chennai,Premium,Branch,2025-07-05 0:00:00,No,High,29171.39,94,7.5
185,100985,40,85545,85652.63,635,8,Hyderabad,SME,Online,2022-05-04 0:00:00,Yes,Medium,46658.55,67,5.2
186,100110,58,243344,30377.97,633,8,Pune,SME,Agent,2023-12-30 0:00:00,No,Medium,38853.97,79,6.0
187,100991,28,67913,4010.3,820,11,Delhi,Premium,Branch,2022-03-23 0:00:00,No,High,5466.39,93,7.9
188,100620,19,165180,93025.36,760,10,chennai,Premium,Agent,2021-03-21 0:00:00,Yes,Low,35779.54,30,4.4
189,100555,71,203486,172152.38,730,6,Mumbai,Corporate,Online,2025-12-14 0:00:00,Yes,Low,41334.87,123,
190,100423,41,44975,164514.61,745,3,Mumbai,,Online,2023-10-27 0:00:00,yes,Low,3057.28,32,2.6
191,100760,61,42014,164881.88,367,9,Bangalore,SME,Agent,2025-08-04 0:00:00,Yes,High,28494.18,79,6.2
192,100600,71,,247436.36,626,11,Hyderabad,Retail,Online,2021-02-20 0:00:00,0,Medium,11640.39,115,3.9
193,101010,32,122359,133916.07,606,7,Mumbai,Corporate,Mobile,2022-10-01 0:00:00,Yes,Medium,37465.14,71,8.1
194,100234,49,207099,238018.2,700,1,,Retail,Online,2026-02-25 0:00:00,yes,Low,37071.96,73,10.0
195,101489,24,44675,24820.21,832,12,Kolkata,Premium,Online,2025-09-12 0:00:00,Yes,Low,43622.93,28,4.5
196,100603,51,61321,13620.98,733,6,Pune,SME,Branch,2026-03-09 0:00:00,yes,High,26611.97,24,7.7
197,100967,43,65108,231896.02,715,2,Delhi,Premium,Branch,2025-03-15 0:00:00,,Low,33421.33,91,3.3
198,101176,74,163051,18181.47,341,1,Delhi,,Agent,2022-08-03 0:00:00,Yes,High,,44,7.6
199,100307,57,87768,216516.47,795,15,Kolkata,Corporate,Branch,2025-10-27 0:00:00,No,Low,32050.85,77,5.8
200,100368,58,130361,194313.95,306,8,Mumbai,Premium,Agent,2025-10-20 0:00:00,Yes,High,8205.97,18,5.9
201,100758,not_available,51160,222048.41,600,11,Delhi,SME,Agent,2022-11-18 0:00:00,Yes,Medium,8466.38,84,8.1
202,101984,59,185105,89208.46,762,9,Pune,Corporate,Mobile,2023-06-01 0:00:00,Yes,Low,46466.01,121,9.0
203,101583,50,94286,155482.85,837,7,Kolkata,SME,Mobile,2024-11-02 0:00:00,No,Low,49648.72,95,7.6
204,101074,43,54300,247775.31,343,14,Delhi,Corporate,Agent,2025-08-19 0:00:00,No,High,33126.93,21,1.8
205,101745,50,215237,228502.76,325,8,Bangalore,Retail,Agent,2026-02-15 0:00:00,Yes,High,21504.74,unknown,4.2
206,100621,66,233786,not_available,690,3,Chennai,Corporate,Agent,2025-10-25 0:00:00,Yes,Medium,44158.39,21,8.2
207,100888,45,149481,2389.32,742,13,Bangalore,SME,Branch,2024-11-25 0:00:00,Yes,High,44329.22,139,8.4
208,100539,72,,270414.93,351,12,,Corporate,Branch,2021-01-08 0:00:00,Yes,High,18281.94,69,2.0
209,100238,69,90455,26943.65,797,6,Chennai,Corporate,Agent,2023-09-28 0:00:00,Yes,Low,11700.34,16,7.2
210,101721,68,244780,292809.81,612,15,Bangalore,Retail,Mobile,2024-04-01 0:00:00,Yes,Medium,27489.17,100,3.6
211,100940,70,149865,,312,0,Hyderabad,Premium,Online,2021-06-21 0:00:00,Yes,High,41959.36,103,9.6
212,100221,56,194899,66223.65,731,7,Bangalore,Retail,Mobile,2025-09-20 0:00:00,No,Low,34170.56,47,1.4
213,100629,52,178515,81431.57,429,4,Chennai,Corporate,Agent,not_a_date,No,High,unknown,69,8.0
214,101931,26,,40706.5,752,14,Hyderabad,,Branch,2025-05-13 0:00:00,No,Low,16101.77,117,4.4
215,100695,66,133177,144679.31,not_available,3,Chennai,SME,Agent,2026-03-01 0:00:00,Yes,High,15846.08,5,2.4
216,101106,43,176353,212051.36,752,6,Hyderabad,SME,Online,2025-12-08 0:00:00,Yes,Low,2259.82,138,2.3
217,100711,66,246097,255204.08,406,10,Pune,Corporate,Branch,2024-11-28 0:00:00,Yes,High,1867.67,26,6.6
218,100631,50,88449,101089.42,453,15,bangalore,SME,Online,2025-06-17 0:00:00,Yes,High,40285.72,115,7.5
219,100977,61,208260,264469.04,536,7,Chennai,Retail,Branch,2025-03-25 0:00:00,No,High,35946.55,141,9.5
220,101766,18,197927,58502.69,850,13,Pune,SME,Online,2025-07-06 0:00:00,Yes,Low,47241.17,131,7.1
221,100998,51,144863,143778.03,525,6,Chennai,Corporate,Agent,2024-05-25 0:00:00,Yes,High,29247.67,102,7.7
222,100050,24,,224955.23,573,3,Hyderabad,SME,Agent,2022-11-21 0:00:00,No,Medium,47239.07,65,
223,100232,32,53541,219915.36,642,3,Kolkata,Retail,Branch,2026-03-05 0:00:00,No,Medium,11377.64,72,3.0
224,100430,50,205225,62128.48,714,0,Delhi,Retail,Branch,2021-06-14 0:00:00,Yes,Low,36576.7,128,6.2
225,100276,55,121347,45698.88,347,11,Delhi,,Branch,2022-02-16 0:00:00,Yes,High,unknown,5,
