title,price,rating,brand,ram,storage,color,processor
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"ASUS Chromebook CM1505 (2026), Smartchoice, MediaTek Kompanio 540 Processor, 4GB RAM, 64GB SSD, FHD, 15.6""(39.6 cm), 60Hz, Chrome OS, Fabric Blue, 1.49 Kg, CM1505CM4A-S70080, Thin & Light Laptop",24990.0,3.7,ASUS,4.0,64.0,Blue,MediaTek
"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display, MSO 24, Black, 1.46kg, DQ3149TU Thin and Light Business Laptop",42999.0,3.2,HP,8.0,512.0,Black,Intel
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN",54990.0,4.4,Lenovo,8.0,512.0,Grey,AMD
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver",73990.0,4.7,Apple,8.0,256.0,Silver,Unknown
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN/83K1010FIN, Laptop",87990.0,4.2,Lenovo,24.0,1000.0,Grey,Intel
"MaxBook 14” FHD Laptop, pentium N4200, 8GB RAM, 256GB SSD, WiFi & Bluetooth, USB 3.2, Mini HDMI, Windows 11 Notebook, Lightweight Laptop for Work & Study",25640.0,5.0,MaxBook,8.0,256.0,Unknown,Unknown
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,4.8,Apple,24.0,1000.0,Unknown,Unknown
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24",87990.0,4.1,Dell,16.0,512.0,Silver,Intel
"HP 14 Smartchoice, Intel Core Ultra 5 125H 12 TOPS, 24GB DDR5 (Upgradeable) 1TB SSD, Anti-Glare, FHD, 14''/35.6cm,Win11, M365*Office24, Silver, 1.4kg, ep1180tu, FHD Camera w/Shutter, Backlit AI Laptop",85990.0,3.3,HP,24.0,1000.0,Silver,Intel
"HP 15, Intel Core 5-120U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, BL Laptop",68699.0,3.0,HP,16.0,512.0,Silver,Intel
"Acer Smartchoice Aspire One, AMD Ryzen 5-40, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",47990.0,3.8,Acer,8.0,512.0,Silver,AMD
"acer Aspire 3, Intel Pentium N6000, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",39890.0,3.3,acer,12.0,512.0,Silver,Intel
"HP Omnibook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 1TB SSD) 2K,16''/40.6cm, Win11, Office24, Silver, 1.59kg, fb0001QU, Multi-Day Battery AI Laptop",84990.0,4.0,HP,16.0,1000.0,Silver,Snapdragon
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty,",67999.0,4.2,Lenovo,16.0,512.0,Grey,AMD
"Lenovo V14 G4 AMD Ryzen 5 7520U 14"" (35.56 cm) FHD Laptop (16GB LPDDR5 RAM/512GB SSD/Windows 11 Home/Ms-Office /2GB AMD Radeon 610M Graphics/Dolby Audio/Arctic Grey/1.43 Kg), 1 Year Warranty",56690.0,3.6,Lenovo,16.0,512.0,Grey,AMD
"ASUS Vivobook Go 14 (2026),AMD Ryzen 3 30 Processor,AMD Radeon iGPU,8GB RAM,512GB SSD,FHD,14"" (35.5 cm),Windows 11,M365 Basic(1Y)* Office 2024,Cool Silver,1.38 Kg,E1404FA-EB1224WS,Thin & Light Laptop",48990.0,3.5,ASUS,8.0,512.0,Silver,AMD
"Lenovo 14 (2026), AMD Ryzen 5 Quad Core 7520U - (8 GB LPDDR5/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Arctic Grey/1.4 kg/MS Office 2024",53490.0,4.1,Lenovo,5.0,512.0,Grey,AMD
"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 256GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",45990.0,3.4,Acer,8.0,256.0,Silver,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"Acer Smartchoice Aspire One, AMD Ryzen 5-40,Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",49990.0,3.7,Acer,8.0,512.0,Silver,AMD
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",64390.0,3.8,acer,0.0,512.0,Silver,Intel
"HP 14, Intel Core Ultra 5 125H (16GB DDR5, 512GB SSD), Micro-Edge, Anti-Glare, FHD, 14''/35.6cm, Win11, M365* Office24, Silver, 1.4kg, ep1150TU, FHD Camera, Backlit Laptop",77990.0,3.0,HP,16.0,512.0,Silver,Intel
"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 256GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",45990.0,3.4,Acer,8.0,256.0,Silver,AMD
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"Alienware 16 Aurora, Intel Core 7 14th Gen-240H, NVIDIA RTX 5060-8GB, 16GB DDR5, 1TB SSD, WQXGA, 16""/40.64cm, 120Hz, Windows11, MSO-24, Interstellar Indigo, 2.57Kg, Cryo Chamber Cooling, Gaming Laptop",156555.0,4.2,Alienware,8.0,1000.0,Indigo,Intel
"Lenovo ThinkBook 16, Intel Core Ultra 9 185H, 16GB RAM, 512GB SSD, WUXGA IPS 16” (40.64cm), Win 11 Home, Arctic Grey, 1.7Kg, 21SKA0J5IG, Fingerprint, Backlit, 300 Nits, 1Y Warranty, AI Powered Laptop",98990.0,3.7,Lenovo,16.0,512.0,Grey,Intel
"HP Smartchoice Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, FHD, 15.6""/39.6cm, Win11, M365(1yr)*Office 24, Mica Silver,2.29Kg,fa2308TX, RGB Gaming Laptop",129990.0,4.1,HP,8.0,1000.0,Silver,Intel
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 1 TB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0015QU, Multi-Day Battery, AI Laptop",85990.0,4.0,HP,16.0,1000.0,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,4.6,Apple,24.0,2000.0,Silver,Unknown
"HP 15 Smartchoice, 13th Gen Intel Core i5-1334U (16GB DDR4, 1TB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr) Office24, Silver, 1.59kg, FD0552TU,Iris Xe, FHD Camera, Backlit Laptop",65990.0,3.9,HP,16.0,1000.0,Silver,Intel
"Dell DC15250, 15.6"" (39.62 cm) FHD Laptop with Intel Core i5-1334U, 16GB RAM, 512GB SSD, 120Hz, 250 Nits Display, Wi-Fi 6, Windows 11 Home, MSO 11–Sleek, Fast & Reliable for Work, Study & Everyday Use",66690.0,5.0,Dell,16.0,512.0,Unknown,Intel
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN",54990.0,4.4,Lenovo,8.0,512.0,Grey,AMD
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,4.8,Apple,24.0,1000.0,Unknown,Unknown
"Acer Professional 14[New Launch], AMD Ryzen 7-7730U, 32GB RAM, 1TB SSD, 14"" Full HD Laptop, Windows 11 Pro, MSO21, 1.34KG, Backlite KB, Finger Print, Metal Body, 3 Year Warranty, 12 Mounths Antivrus",84990.0,2.8,Acer,32.0,1000.0,Unknown,AMD
"Lenovo LOQ Essential AMD Ryzen 7 7735HS | NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/1.8Kg), 83S0009TIN Gaming Laptop",132990.0,4.0,Lenovo,6.0,512.0,Grey,AMD
"ASUS Vivobook 16, Snapdragon X, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Cool Silver, 1.88kg, X1607QA-MB050WS, Qualcomm Adreno iGPU, 45TOPS, M365 Basic(1Year)* Laptop",63990.0,4.1,ASUS,16.0,512.0,Silver,Snapdragon
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,2.0,Dell,8.0,512.0,Black,Unknown
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24",87990.0,4.1,Dell,16.0,512.0,Silver,Intel
"Acer Aspire Lite, 13th Gen Intel Core i3-1305U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium, Laptop",49990.0,4.0,Acer,8.0,512.0,Gray,Intel
